t(s)	a(g)
0	-0.00052
0.005	-0.00176
0.01	-0.00176
0.015	-0.00176
0.02	-0.00176
0.025	-0.00176
0.03	-0.00176
0.035	-0.00176
0.04	-0.00175
0.045	-0.00175
0.05	-0.00176
0.055	-0.00176
0.06	-0.00176
0.065	-0.00176
0.07	-0.00176
0.075	-0.00176
0.08	-0.00176
0.085	-0.00176
0.09	-0.00175
0.095	-0.00175
0.1	-0.00175
0.105	-0.00176
0.11	-0.00176
0.115	-0.00176
0.12	-0.00176
0.125	-0.00176
0.13	-0.00176
0.135	-0.00176
0.14	-0.00175
0.145	-0.00175
0.15	-0.00175
0.155	-0.00175
0.16	-0.00175
0.165	-0.00175
0.17	-0.00175
0.175	-0.00176
0.18	-0.00176
0.185	-0.00176
0.19	-0.00175
0.195	-0.00175
0.2	-0.00175
0.205	-0.00175
0.21	-0.00175
0.215	-0.00175
0.22	-0.00175
0.225	-0.00175
0.23	-0.00175
0.235	-0.00175
0.24	-0.00174
0.245	-0.00174
0.25	-0.00174
0.255	-0.00174
0.26	-0.00174
0.265	-0.00174
0.27	-0.00174
0.275	-0.00174
0.28	-0.00174
0.285	-0.00174
0.29	-0.00173
0.295	-0.00174
0.3	-0.00174
0.305	-0.00174
0.31	-0.00174
0.315	-0.00174
0.32	-0.00174
0.325	-0.00174
0.33	-0.00174
0.335	-0.00174
0.34	-0.00173
0.345	-0.00173
0.35	-0.00173
0.355	-0.00173
0.36	-0.00173
0.365	-0.00173
0.37	-0.00173
0.375	-0.00173
0.38	-0.00173
0.385	-0.00173
0.39	-0.00173
0.395	-0.00173
0.4	-0.00173
0.405	-0.00173
0.41	-0.00173
0.415	-0.00173
0.42	-0.00173
0.425	-0.00173
0.43	-0.00173
0.435	-0.00172
0.44	-0.00171
0.445	-0.00171
0.45	-0.00171
0.455	-0.00171
0.46	-0.00171
0.465	-0.00171
0.47	-0.00171
0.475	-0.00171
0.48	-0.00171
0.485	-0.00171
0.49	-0.00171
0.495	-0.00170
0.5	-0.00170
0.505	-0.00170
0.51	-0.00170
0.515	-0.00170
0.52	-0.00170
0.525	-0.00170
0.53	-0.00170
0.535	-0.00170
0.54	-0.00170
0.545	-0.00170
0.55	-0.00168
0.555	-0.00168
0.56	-0.00168
0.565	-0.00168
0.57	-0.00168
0.575	-0.00168
0.58	-0.00168
0.585	-0.00168
0.59	-0.00168
0.595	-0.00168
0.6	-0.00167
0.605	-0.00167
0.61	-0.00167
0.615	-0.00166
0.62	-0.00166
0.625	-0.00166
0.63	-0.00166
0.635	-0.00166
0.64	-0.00166
0.645	-0.00166
0.65	-0.00166
0.655	-0.00165
0.66	-0.00165
0.665	-0.00164
0.67	-0.00164
0.675	-0.00164
0.68	-0.00164
0.685	-0.00164
0.69	-0.00164
0.695	-0.00164
0.7	-0.00164
0.705	-0.00163
0.71	-0.00162
0.715	-0.00162
0.72	-0.00162
0.725	-0.00162
0.73	-0.00162
0.735	-0.00162
0.74	-0.00162
0.745	-0.00161
0.75	-0.00161
0.755	-0.00161
0.76	-0.00161
0.765	-0.00160
0.77	-0.00160
0.775	-0.00160
0.78	-0.00159
0.785	-0.00159
0.79	-0.00159
0.795	-0.00159
0.8	-0.00159
0.805	-0.00159
0.81	-0.00158
0.815	-0.00158
0.82	-0.00158
0.825	-0.00158
0.83	-0.00158
0.835	-0.00158
0.84	-0.00157
0.845	-0.00157
0.85	-0.00157
0.855	-0.00157
0.86	-0.00157
0.865	-0.00156
0.87	-0.00156
0.875	-0.00156
0.88	-0.00155
0.885	-0.00155
0.89	-0.00154
0.895	-0.00154
0.9	-0.00154
0.905	-0.00154
0.91	-0.00154
0.915	-0.00153
0.92	-0.00153
0.925	-0.00153
0.93	-0.00153
0.935	-0.00152
0.94	-0.00151
0.945	-0.00151
0.95	-0.00151
0.955	-0.00151
0.96	-0.00150
0.965	-0.00150
0.97	-0.00150
0.975	-0.00150
0.98	-0.00150
0.985	-0.00149
0.99	-0.00149
0.995	-0.00148
1	-0.00148
1.005	-0.00147
1.01	-0.00147
1.015	-0.00147
1.02	-0.00147
1.025	-0.00146
1.03	-0.00146
1.035	-0.00146
1.04	-0.00146
1.045	-0.00145
1.05	-0.00145
1.055	-0.00144
1.06	-0.00144
1.065	-0.00143
1.07	-0.00143
1.075	-0.00143
1.08	-0.00143
1.085	-0.00143
1.09	-0.00143
1.095	-0.00143
1.1	-0.00142
1.105	-0.00142
1.11	-0.00142
1.115	-0.00140
1.12	-0.00140
