t(s)	a(g)
0	0.00000
0.02	0.00004
0.04	-0.00395
0.06	-0.01390
0.08	-0.01412
0.1	-0.01422
0.12	-0.01431
0.14	-0.01428
0.16	-0.01423
0.18	-0.01409
0.2	-0.01394
0.22	-0.01378
0.24	-0.01353
0.26	-0.01326
0.28	-0.01290
0.3	-0.01254
0.32	-0.01219
0.34	-0.01175
0.36	-0.01131
0.38	-0.01079
0.4	-0.01029
0.42	-0.00972
0.44	-0.00917
0.46	-0.00863
0.48	-0.00801
0.5	-0.00743
0.52	-0.00687
0.54	-0.00625
0.56	-0.00566
0.58	-0.00504
0.6	-0.00444
0.62	-0.00380
0.64	-0.00320
0.66	-0.00261
0.68	-0.00201
0.7	-0.00144
0.72	-0.00091
0.74	-0.00035
0.76	0.00019
0.78	0.00070
0.8	0.00122
0.82	0.00171
0.84	0.00216
0.86	0.00261
0.88	0.00302
0.9	0.00340
0.92	0.00377
0.94	0.00411
0.96	0.00443
0.98	0.00472
1	0.00501
1.02	0.00526
1.04	0.00549
1.06	0.00571
1.08	0.00590
1.1	0.00608
1.12	0.00621
1.14	0.00631
1.16	0.00640
1.18	0.00645
1.2	0.00647
1.22	0.00645
1.24	0.00638
1.26	0.00630
1.28	0.00621
1.3	0.00600
1.32	0.00579
1.34	0.00539
1.36	0.00497
1.38	0.00433
1.4	0.00375
1.42	0.00318
1.44	0.00239
1.46	0.00166
1.48	0.00095
1.5	0.00005
1.52	-0.00081
1.54	-0.00186
1.56	-0.00285
1.58	-0.00403
1.6	-0.00513
1.62	-0.00615
1.64	-0.00733
1.66	-0.00847
1.68	-0.00971
1.7	-0.01088
1.72	-0.01193
1.74	-0.01311
1.76	-0.01423
1.78	-0.01540
1.8	-0.01644
1.82	-0.01759
1.84	-0.01862
1.86	-0.01965
1.88	-0.02061
1.9	-0.02157
1.92	-0.02240
1.94	-0.02316
1.96	-0.02393
1.98	-0.02460
2	-0.02514
2.02	-0.02579
2.04	-0.02632
2.06	-0.02687
2.08	-0.02731
2.1	-0.02777
2.12	-0.02809
2.14	-0.02841
2.16	-0.02860
2.18	-0.02871
2.2	-0.02873
2.22	-0.02870
2.24	-0.02854
2.26	-0.02834
2.28	-0.02808
2.3	-0.02776
2.32	-0.02732
2.34	-0.02677
2.36	-0.02618
2.38	-0.02526
2.4	-0.02427
2.42	-0.02304
2.44	-0.02175
2.46	-0.01978
2.48	-0.01787
2.5	-0.01526
2.52	-0.01271
2.54	-0.01017
2.56	-0.00697
2.58	-0.00383
2.6	-0.00074
2.62	0.00299
2.64	0.00658
2.66	0.01011
2.68	0.01222
2.7	0.01618
2.72	0.01997
2.74	0.02367
2.76	0.02375
2.78	0.02811
2.8	0.03218
2.82	0.03606
2.84	0.03973
2.86	0.04251
2.88	0.04573
2.9	0.04863
2.92	0.05133
2.94	0.05375
2.96	0.05593
2.98	0.05796
3	0.05966
3.02	0.06123
3.04	0.06249
3.06	0.06358
3.08	0.06448
3.1	0.06502
3.12	0.06554
3.14	0.06580
3.16	0.06590
3.18	0.06579
3.2	0.06563
3.22	0.06532
3.24	0.06493
3.26	0.06443
3.28	0.06381
3.3	0.06308
3.32	0.06233
3.34	0.06159
3.36	0.06061
3.38	0.05961
3.4	0.05865
3.42	0.05744
3.44	0.05639
3.46	0.05538
3.48	0.05443
3.5	0.05357
3.52	0.05282
3.54	0.05206
3.56	0.05136
3.58	0.05073
3.6	0.05013
3.62	0.04963
3.64	0.04918
3.66	0.04870
3.68	0.04825
3.7	0.04783
3.72	0.04747
3.74	0.04703
3.76	0.04666
3.78	0.04633
3.8	0.04597
3.82	0.04567
3.84	0.04535
3.86	0.04463
3.88	0.04405
3.9	0.04378
3.92	0.04329
3.94	0.04278
3.96	0.04254
3.98	0.04226
4	0.04114
4.02	0.03971
4.04	0.03887
4.06	0.03763
4.08	0.03565
4.1	0.03477
4.12	0.03401
4.14	0.03328
4.16	0.03415
4.18	0.03374
4.2	0.02975
4.22	0.02690
4.24	0.02684
4.26	0.02500
4.28	0.02161
4.3	0.02365
4.32	0.02978
4.34	0.03191
4.36	0.03103
4.38	0.03001
4.4	0.02784
4.42	0.02357
