t(s)	a(g)
0	0.00054
0.005	-0.00300
0.01	-0.00993
0.015	-0.00482
0.02	-0.00496
0.025	-0.00495
0.03	-0.00493
0.035	-0.00492
0.04	-0.00490
0.045	-0.00489
0.05	-0.00488
0.055	-0.00486
0.06	-0.00483
0.065	-0.00483
0.07	-0.00482
0.075	-0.00479
0.08	-0.00477
0.085	-0.00476
0.09	-0.00474
0.095	-0.00472
0.1	-0.00471
0.105	-0.00468
0.11	-0.00466
0.115	-0.00465
0.12	-0.00463
0.125	-0.00460
0.13	-0.00458
0.135	-0.00472
0.14	-0.00470
0.145	-0.00484
0.15	-0.00482
0.155	-0.00479
0.16	-0.00461
0.165	-0.00458
0.17	-0.00455
0.175	-0.00437
0.18	-0.00434
0.185	-0.00432
0.19	-0.00413
0.195	-0.00426
0.2	-0.00423
0.205	-0.00421
0.21	-0.00433
0.215	-0.00445
0.22	-0.00442
0.225	-0.00438
0.23	-0.00436
0.235	-0.00432
0.24	-0.00398
0.245	-0.00394
0.25	-0.00390
0.255	-0.00387
0.26	-0.00383
0.265	-0.00379
0.27	-0.00374
0.275	-0.00402
0.28	-0.00398
0.285	-0.00394
0.29	-0.00390
0.295	-0.00401
0.3	-0.00412
0.305	-0.00422
0.31	-0.00404
0.315	-0.00384
0.32	-0.00362
0.325	-0.00342
0.33	-0.00338
0.335	-0.00331
0.34	-0.00310
0.345	-0.00290
0.35	-0.00285
0.355	-0.00295
0.36	-0.00305
0.365	-0.00314
0.37	-0.00308
0.375	-0.00318
0.38	-0.00312
0.385	-0.00305
0.39	-0.00284
0.395	-0.00248
0.4	-0.00225
0.405	-0.00186
0.41	-0.00180
0.415	-0.00174
0.42	-0.00167
0.425	-0.00162
0.43	-0.00139
0.435	-0.00146
0.44	-0.00187
0.445	-0.00242
0.45	-0.00281
0.455	-0.00305
0.46	-0.00282
0.465	-0.00243
0.47	-0.00141
0.475	-0.00057
0.48	0.00029
0.485	0.00070
0.49	0.00045
0.495	-0.00025
0.5	-0.00095
0.505	-0.00164
0.51	-0.00188
0.515	-0.00179
0.52	-0.00155
0.525	-0.00132
0.53	-0.00091
0.535	-0.00051
0.54	-0.00043
0.545	-0.00066
0.55	-0.00103
0.555	-0.00141
0.56	-0.00179
0.565	-0.00154
0.57	-0.00020
0.575	0.00130
0.58	0.00232
0.585	0.00242
0.59	0.00220
0.595	0.00184
0.6	0.00100
0.605	-0.00033
0.61	-0.00164
0.615	-0.00217
0.62	-0.00143
0.625	-0.00041
0.63	0.00063
0.635	0.00152
0.64	0.00255
0.645	0.00327
0.65	0.00415
0.655	0.00472
0.66	0.00465
0.665	0.00397
0.67	0.00314
0.675	0.00262
0.68	0.00272
0.685	0.00298
0.69	0.00308
0.695	0.00239
0.7	0.00156
0.705	0.00166
0.71	0.00191
0.715	0.00233
0.72	0.00336
0.725	0.00441
0.73	0.00482
0.735	0.00446
0.74	0.00378
0.745	0.00357
0.75	0.00381
0.755	0.00377
0.76	0.00340
0.765	0.00255
0.77	0.00171
0.775	0.00150
0.78	0.00254
0.785	0.00467
0.79	0.00744
0.795	0.00909
0.8	0.00948
0.805	0.00880
0.81	0.00687
0.815	0.00479
0.82	0.00348
0.825	0.00294
0.83	0.00381
0.835	0.00546
0.84	0.00728
0.845	0.00754
0.85	0.00667
0.855	0.00554
0.86	0.00452
0.865	0.00413
0.87	0.00359
0.875	0.00353
0.88	0.00502
0.885	0.00745
0.89	0.00972
0.895	0.01073
0.9	0.01082
0.905	0.01013
0.91	0.00832
0.915	0.00542
0.92	0.00237
0.925	0.00043
0.93	0.00080
0.935	0.00260
0.94	0.00502
0.945	0.00789
0.95	0.01077
0.955	0.01254
0.96	0.01261
0.965	0.01126
0.97	0.00975
0.975	0.00904
0.98	0.00910
0.985	0.00916
0.99	0.00872
0.995	0.00832
1	0.00759
1.005	0.00481
1.01	0.00017
1.015	-0.00479
1.02	-0.00725
1.025	-0.00815
1.03	-0.00763
1.035	-0.00402
1.04	0.00148
1.045	0.00542
1.05	0.00730
1.055	0.00718
1.06	0.00594
1.065	0.00535
1.07	0.00707
1.075	0.01022
1.08	0.01288
1.085	0.01319
1.09	0.01023
1.095	0.00274
1.1	-0.00522
1.105	-0.00990
1.11	-0.01178
1.115	-0.01133
1.12	-0.00602
1.125	0.00287
1.13	0.01361
1.135	0.02407
1.14	0.03215
1.145	0.03415
1.15	0.03116
1.155	0.02472
1.16	0.01632
1.165	0.00932
1.17	0.00841
1.175	0.01155
1.18	0.01578
1.185	0.01894
1.19	0.01872
1.195	0.01539
1.2	0.01065
1.205	0.00717
1.21	0.00477
1.215	0.00328
1.22	0.00182
1.225	0.00284
1.23	0.00636
1.235	0.00894
1.24	0.01104
1.245	0.01829
1.25	0.02630
1.255	0.02979
1.26	0.02705
1.265	0.01992
1.27	0.01029
1.275	0.00221
1.28	-0.00102
1.285	-0.00037
1.29	0.00202
1.295	0.00486
1.3	0.00488
1.305	-0.00090
1.31	-0.01180
1.315	-0.02365
1.32	-0.03207
1.325	-0.03614
1.33	-0.03614
1.335	-0.03021
1.34	-0.01881
1.345	-0.00384
1.35	0.01051
1.355	0.01892
1.36	0.01983
1.365	0.01550
1.37	0.00734
1.375	-0.01117
1.38	-0.03206
1.385	-0.04778
1.39	-0.05181
1.395	-0.04451
1.4	-0.02817
1.405	-0.00744
1.41	0.00874
1.415	0.01665
1.42	0.01646
1.425	0.01139
1.43	0.00503
1.435	0.00134
1.44	0.00062
1.445	0.00112
1.45	0.00113
1.455	0.00188
1.46	0.00328
1.465	0.00510
1.47	0.00551
1.475	0.00453
1.48	0.00272
1.485	0.00105
1.49	-0.00094
1.495	-0.00233
1.5	-0.00357
1.505	-0.00282
1.51	0.00138
1.515	0.01020
1.52	0.02089
1.525	0.03109
1.53	0.03582
1.535	0.03411
1.54	0.02504
1.545	0.00987
1.55	-0.01096
1.555	-0.03604
1.56	-0.05099
1.565	-0.05044
1.57	-0.03726
1.575	-0.01846
1.58	-0.00501
1.585	0.00297
1.59	0.00125
1.595	-0.00894
1.6	-0.02149
1.605	-0.02502
1.61	-0.01917
1.615	-0.00774
1.62	0.00290
1.625	0.00997
1.63	0.01341
1.635	0.01338
1.64	0.00755
1.645	-0.00270
1.65	-0.01483
1.655	-0.02605
1.66	-0.03355
1.665	-0.03637
1.67	-0.03515
1.675	-0.03236
1.68	-0.02862
1.685	-0.02697
1.69	-0.02907
1.695	-0.03537
1.7	-0.04323
1.705	-0.04846
1.71	-0.05156
1.715	-0.05417
1.72	-0.05508
1.725	-0.05238
1.73	-0.03939
1.735	-0.02104
1.74	-0.00323
1.745	0.00743
1.75	0.00540
1.755	-0.00552
1.76	-0.01971
1.765	-0.03290
1.77	-0.04213
1.775	-0.04688
1.78	-0.04972
1.785	-0.05358
1.79	-0.06065
1.795	-0.06815
1.8	-0.07165
1.805	-0.06553
1.81	-0.05342
1.815	-0.04591
1.82	-0.04770
1.825	-0.05468
1.83	-0.05845
1.835	-0.05793
1.84	-0.05230
1.845	-0.04239
1.85	-0.02908
1.855	-0.01305
1.86	0.00076
1.865	-0.00273
1.87	-0.02209
1.875	-0.04969
1.88	-0.07172
1.885	-0.08381
1.89	-0.08622
1.895	-0.07489
1.9	-0.05568
1.905	-0.03917
1.91	-0.02995
1.915	-0.02909
1.92	-0.02913
1.925	-0.02239
1.93	-0.00890
1.935	0.00546
1.94	0.00233
1.945	-0.01782
1.95	-0.04912
1.955	-0.07462
1.96	-0.08952
1.965	-0.09098
1.97	-0.07158
1.975	-0.04230
1.98	-0.01733
1.985	0.00370
1.99	0.02073
1.995	0.03379
2	0.04150
2.005	0.04069
2.01	0.03209
2.015	0.02057
2.02	0.01017
2.025	0.00195
2.03	-0.01063
2.035	-0.02834
2.04	-0.04951
2.045	-0.06894
2.05	-0.08323
2.055	-0.08721
2.06	-0.08195
2.065	-0.06929
2.07	-0.05320
2.075	-0.03789
2.08	-0.02774
2.085	-0.02314
2.09	-0.02664
2.095	-0.03482
2.1	-0.04036
2.105	-0.03548
2.11	-0.02326
2.115	-0.01567
2.12	-0.01486
2.125	-0.02504
2.13	-0.03826
2.135	-0.04920
2.14	-0.05548
2.145	-0.05663
2.15	-0.05266
2.155	-0.04659
2.16	-0.04220
2.165	-0.04300
2.17	-0.04879
2.175	-0.05756
2.18	-0.06528
2.185	-0.07102
2.19	-0.07902
2.195	-0.08737
2.2	-0.09559
2.205	-0.10772
2.21	-0.12302
2.215	-0.13454
2.22	-0.14056
2.225	-0.13843
2.23	-0.12656
2.235	-0.10996
2.24	-0.09536
2.245	-0.08445
2.25	-0.08057
2.255	-0.08285
2.26	-0.08802
2.265	-0.09255
2.27	-0.09585
2.275	-0.09655
2.28	-0.09135
2.285	-0.08116
2.29	-0.07318
2.295	-0.07163
2.3	-0.08037
2.305	-0.09647
2.31	-0.11495
2.315	-0.13172
2.32	-0.14261
2.325	-0.14387
2.33	-0.13192
2.335	-0.11301
2.34	-0.09342
2.345	-0.07532
2.35	-0.06290
2.355	-0.06071
2.36	-0.06865
2.365	-0.08459
2.37	-0.09966
2.375	-0.10555
2.38	-0.09576
2.385	-0.07124
2.39	-0.02702
2.395	0.02245
2.4	0.05143
2.405	0.05507
2.41	0.04586
2.415	0.04183
2.42	0.04408
2.425	0.05127
2.43	0.05591
2.435	0.05173
2.44	0.02966
2.445	-0.00474
2.45	-0.04051
2.455	-0.06189
2.46	-0.07157
2.465	-0.06258
2.47	-0.02450
2.475	0.03536
2.48	0.09230
2.485	0.12592
2.49	0.13737
2.495	0.12042
2.5	0.08456
2.505	0.04590
2.51	0.01202
2.515	-0.01232
2.52	-0.01447
2.525	0.00494
2.53	0.03005
2.535	0.04823
2.54	0.03796
2.545	0.00065
2.55	-0.03948
2.555	-0.05647
2.56	-0.04029
2.565	-0.01312
2.57	0.00496
2.575	0.00992
2.58	-0.00819
2.585	-0.04203
2.59	-0.07908
2.595	-0.10747
2.6	-0.12478
2.605	-0.12727
2.61	-0.11534
2.615	-0.09740
2.62	-0.08190
2.625	-0.07323
2.63	-0.07876
2.635	-0.09338
2.64	-0.10879
2.645	-0.11600
2.65	-0.11389
2.655	-0.10325
2.66	-0.08551
2.665	-0.06629
2.67	-0.05622
2.675	-0.05727
2.68	-0.07171
2.685	-0.08814
2.69	-0.09583
2.695	-0.09006
2.7	-0.07761
2.705	-0.06427
2.71	-0.04287
2.715	-0.01097
2.72	0.03635
2.725	0.08748
2.73	0.11677
2.735	0.11950
2.74	0.10481
2.745	0.07270
2.75	0.03537
2.755	0.00994
2.76	-0.00114
2.765	-0.00206
2.77	0.00092
2.775	0.00438
2.78	0.01253
2.785	0.02548
2.79	0.03981
2.795	0.05190
2.8	0.05445
2.805	0.04630
2.81	0.02872
2.815	0.00615
2.82	-0.01306
2.825	-0.02526
2.83	-0.02870
2.835	-0.02654
2.84	-0.02323
2.845	-0.02625
2.85	-0.04403
2.855	-0.07519
2.86	-0.10766
2.865	-0.13230
2.87	-0.14305
2.875	-0.14160
2.88	-0.12386
2.885	-0.09684
2.89	-0.06319
2.895	-0.03207
2.9	-0.01098
2.905	-0.00252
2.91	-0.00622
2.915	-0.02772
2.92	-0.06107
2.925	-0.09781
2.93	-0.12221
2.935	-0.13360
2.94	-0.13512
2.945	-0.12938
2.95	-0.12115
2.955	-0.11645
2.96	-0.11921
2.965	-0.13232
2.97	-0.15033
2.975	-0.16351
2.98	-0.16820
2.985	-0.16576
2.99	-0.15815
2.995	-0.14248
3	-0.12086
3.005	-0.09051
3.01	-0.05790
3.015	-0.02901
3.02	-0.00680
3.025	0.00773
3.03	0.01678
3.035	0.02126
3.04	0.01696
3.045	0.00802
3.05	-0.00254
3.055	-0.00913
3.06	-0.00582
3.065	0.01476
3.07	0.04440
3.075	0.07422
3.08	0.09519
3.085	0.10401
3.09	0.10209
3.095	0.09222
3.1	0.07647
3.105	0.05583
3.11	0.03541
3.115	0.02259
3.12	0.01821
3.125	0.01838
3.13	0.01883
3.135	0.01834
3.14	0.01880
3.145	0.02378
3.15	0.03758
3.155	0.06530
3.16	0.10016
3.165	0.12731
3.17	0.14459
3.175	0.14395
3.18	0.12752
3.185	0.10326
3.19	0.07872
3.195	0.05650
3.2	0.03698
3.205	0.02419
3.21	0.01563
3.215	0.00994
3.22	0.00855
3.225	0.00955
3.23	0.01205
3.235	0.01401
3.24	0.01282
3.245	0.00677
3.25	0.00215
3.255	0.00543
3.26	0.01230
3.265	0.01697
3.27	0.01573
3.275	0.00629
3.28	-0.01108
3.285	-0.03124
3.29	-0.04890
3.295	-0.06340
3.3	-0.07347
3.305	-0.07516
3.31	-0.06048
3.315	-0.02816
3.32	0.02620
3.325	0.09201
3.33	0.14969
3.335	0.18548
3.34	0.19665
3.345	0.19443
3.35	0.17783
3.355	0.14836
3.36	0.11823
3.365	0.09627
3.37	0.08601
3.375	0.08375
3.38	0.08900
3.385	0.09919
3.39	0.11525
3.395	0.13210
3.4	0.14578
3.405	0.15336
3.41	0.15250
3.415	0.13806
3.42	0.11554
3.425	0.09188
3.43	0.07446
3.435	0.06406
3.44	0.06001
3.445	0.05954
3.45	0.05977
3.455	0.05777
3.46	0.05033
3.465	0.03498
3.47	0.01694
3.475	-0.00089
3.48	-0.02062
3.485	-0.04359
3.49	-0.06897
3.495	-0.09023
3.5	-0.10706
3.505	-0.11918
3.51	-0.12437
3.515	-0.12624
3.52	-0.12900
3.525	-0.13295
3.53	-0.14032
3.535	-0.15359
3.54	-0.16941
3.545	-0.18299
3.55	-0.19324
3.555	-0.20319
3.56	-0.21709
3.565	-0.23405
3.57	-0.24854
3.575	-0.25267
3.58	-0.24631
3.585	-0.22896
3.59	-0.20193
3.595	-0.17068
3.6	-0.13911
3.605	-0.10888
3.61	-0.08443
3.615	-0.07035
3.62	-0.07081
3.625	-0.08696
3.63	-0.12344
3.635	-0.16918
3.64	-0.20357
3.645	-0.22689
3.65	-0.24028
3.655	-0.23536
3.66	-0.21298
3.665	-0.17188
3.67	-0.12176
3.675	-0.06783
3.68	-0.01051
3.685	0.05032
3.69	0.11843
3.695	0.19742
3.7	0.27657
3.705	0.33570
3.71	0.37133
3.715	0.38262
3.72	0.38426
3.725	0.37867
3.73	0.36528
3.735	0.34745
3.74	0.33071
3.745	0.31514
3.75	0.29780
3.755	0.28505
3.76	0.27823
