t(s)	a(g)
0	0.0000
0.005	0.0000
0.01	-0.0002
0.015	-0.0001
0.02	-0.0001
0.025	0.0000
0.03	0.0000
0.035	0.0000
0.04	0.0000
0.045	0.0000
0.05	0.0000
0.055	0.0000
0.06	0.0000
0.065	0.0000
0.07	0.0000
0.075	0.0000
0.08	0.0000
0.085	0.0000
0.09	0.0000
0.095	0.0000
0.1	0.0000
0.105	0.0000
0.11	0.0000
0.115	0.0000
0.12	0.0000
0.125	0.0000
0.13	0.0000
0.135	0.0000
0.14	0.0000
0.145	0.0000
0.15	0.0000
0.155	0.0000
0.16	0.0000
0.165	0.0000
0.17	0.0000
0.175	0.0000
0.18	0.0000
0.185	0.0000
0.19	0.0000
0.195	0.0000
0.2	0.0000
0.205	0.0000
0.21	0.0000
0.215	0.0000
0.22	0.0000
0.225	0.0000
0.23	0.0000
0.235	0.0000
0.24	0.0000
0.245	0.0000
0.25	-0.0001
0.255	-0.0001
0.26	0.0000
0.265	0.0000
0.27	0.0000
0.275	0.0000
0.28	0.0000
0.285	0.0000
0.29	0.0000
0.295	0.0000
0.3	0.0000
0.305	0.0000
0.31	0.0000
0.315	0.0000
0.32	-0.0001
0.325	-0.0001
0.33	-0.0001
0.335	-0.0001
0.34	-0.0001
0.345	0.0000
0.35	0.0000
0.355	0.0000
0.36	0.0000
0.365	0.0000
0.37	-0.0001
0.375	0.0000
0.38	0.0000
0.385	-0.0001
0.39	-0.0001
0.395	0.0000
0.4	0.0000
0.405	0.0000
0.41	-0.0001
0.415	-0.0001
0.42	-0.0001
0.425	-0.0001
0.43	0.0000
0.435	0.0000
0.44	0.0000
0.445	0.0000
0.45	-0.0001
0.455	0.0000
0.46	0.0000
0.465	-0.0001
0.47	0.0000
0.475	0.0000
0.48	-0.0001
0.485	-0.0001
0.49	-0.0001
0.495	-0.0001
0.5	0.0000
0.505	0.0000
0.51	-0.0001
0.515	-0.0001
0.52	-0.0001
0.525	0.0000
0.53	-0.0001
0.535	-0.0001
0.54	0.0001
0.545	0.0000
0.55	-0.0001
0.555	-0.0001
0.56	-0.0001
0.565	-0.0002
0.57	-0.0002
0.575	-0.0001
0.58	-0.0001
0.585	0.0000
0.59	-0.0001
0.595	-0.0001
0.6	-0.0001
0.605	-0.0001
0.61	0.0000
0.615	0.0001
0.62	-0.0001
0.625	-0.0003
0.63	-0.0001
0.635	0.0001
0.64	0.0001
0.645	-0.0001
0.65	-0.0001
0.655	0.0001
0.66	-0.0001
0.665	-0.0002
0.67	0.0000
0.675	-0.0002
0.68	-0.0002
0.685	-0.0002
0.69	-0.0003
0.695	-0.0003
0.7	-0.0003
0.705	-0.0002
0.71	-0.0002
0.715	-0.0001
0.72	0.0002
0.725	-0.0001
0.73	0.0000
0.735	0.0000
0.74	-0.0002
0.745	0.0002
0.75	-0.0001
0.755	-0.0005
0.76	-0.0003
0.765	-0.0002
0.77	-0.0001
0.775	-0.0002
0.78	0.0000
0.785	0.0001
0.79	-0.0001
0.795	-0.0002
0.8	-0.0003
0.805	-0.0002
0.81	-0.0002
0.815	-0.0003
0.82	0.0001
0.825	0.0001
0.83	-0.0002
0.835	0.0000
0.84	-0.0002
0.845	-0.0003
0.85	-0.0002
0.855	-0.0001
0.86	0.0000
0.865	-0.0002
0.87	-0.0001
0.875	-0.0002
0.88	-0.0001
0.885	0.0000
0.89	-0.0001
0.895	-0.0001
0.9	0.0000
0.905	0.0003
0.91	0.0002
0.915	-0.0002
0.92	-0.0002
0.925	-0.0002
0.93	-0.0001
0.935	-0.0001
0.94	0.0001
0.945	-0.0001
0.95	-0.0005
0.955	-0.0001
0.96	0.0001
0.965	0.0000
0.97	-0.0002
0.975	-0.0001
0.98	0.0001
0.985	-0.0002
0.99	-0.0003
0.995	-0.0005
1	-0.0005
1.005	-0.0003
1.01	-0.0001
1.015	0.0000
1.02	-0.0005
1.025	-0.0002
1.03	0.0001
