Period,Sa
0.01,0.8292915225028992
0.02,0.8285732269287109
0.03,0.8202306032180786
0.04,0.8308260440826416
0.05,0.838484525680542
0.075,0.8734881281852722
0.1,1.4078654050827026
0.11,1.3520604372024536
0.12,1.0832197666168213
0.13,1.3486526012420654
0.14,1.678563117980957
0.15,1.8996562957763672
0.16,1.8139543533325195
0.17,1.7629625797271729
0.18,1.5610888004302979
0.19,1.7220230102539062
0.2,2.0428152084350586
0.22,1.9400352239608765
0.24,1.8245141506195068
0.26,2.320706844329834
0.28,2.057318687438965
0.3,1.9724221229553223
0.32,2.409254550933838
0.34,2.821394443511963
0.36,2.6366937160491943
0.38,2.7449941635131836
0.4,2.743781328201294
0.42,2.2816805839538574
0.44,1.8092135190963745
0.46,1.6246076822280884
0.48,1.785844326019287
0.5,1.6220948696136475
0.55,1.696866512298584
0.6,1.9310556650161743
0.65,2.2843189239501953
0.7,2.4429099559783936
0.75,2.4537312984466553
0.8,2.3496034145355225
0.85,2.1632113456726074
0.9,1.9087666273117065
0.95,1.6248639822006226
1.0,1.3710269927978516
1.1,1.0562126636505127
1.2,0.78264319896698
1.3,0.622948408126831
1.4,0.6100445985794067
1.5,0.6168776750564575
1.6,0.5615332126617432
1.7,0.4936637878417969
1.8,0.47603490948677063
1.9,0.455803781747818
2.0,0.4305759072303772
2.2,0.4178551733493805
2.4,0.4203331470489502
2.6,0.36082127690315247
2.8,0.32068368792533875
3.0,0.31561827659606934
3.2,0.2881563603878021
3.4,0.2874736487865448
3.6,0.28114065527915955
3.8,0.2740165889263153
4.0,0.28024163842201233
4.2,0.27825942635536194
4.4,0.27035757899284363
4.6,0.2570800483226776
4.8,0.2441956251859665
5.0,0.23052272200584412
5.5,0.21622583270072937
6.0,0.19139854609966278
6.5,0.1646312028169632
7.0,0.16142567992210388
7.5,0.16633783280849457
8.0,0.16714482009410858
8.5,0.15261335670948029
9.0,0.1355946809053421
9.5,0.11647667735815048
10.0,0.1003013327717781
