Period,Sa
0.01,1.061008095741272
0.02,1.1039104461669922
0.03,1.8009485006332397
0.04,1.9007710218429565
0.05,2.2671477794647217
0.075,3.1561102867126465
0.1,2.3402674198150635
0.11,2.4000084400177
0.12,1.8941603899002075
0.13,1.897835373878479
0.14,1.9580497741699219
0.15,1.800477147102356
0.16,2.102942705154419
0.17,2.267425537109375
0.18,2.369786024093628
0.19,2.050102472305298
0.2,1.7874557971954346
0.22,1.818304181098938
0.24,1.8266793489456177
0.26,1.8821922540664673
0.28,1.9561196565628052
0.3,2.0234899520874023
0.32,1.6646591424942017
0.34,1.6413770914077759
0.36,1.7926125526428223
0.38,1.9371991157531738
0.4,1.6944164037704468
0.42,1.749358057975769
0.44,1.7743091583251953
0.46,1.7214834690093994
0.48,1.609747052192688
0.5,1.5514088869094849
0.55,1.527050256729126
0.6,1.5460646152496338
0.65,1.3285764455795288
0.7,1.132180094718933
0.75,0.9783644676208496
0.8,0.8981080651283264
0.85,0.8585988283157349
0.9,0.8025978803634644
0.95,0.7459816932678223
1.0,0.6964938640594482
1.1,0.6510103344917297
1.2,0.6176140904426575
1.3,0.5713036060333252
1.4,0.5728887915611267
1.5,0.5161455869674683
1.6,0.4971122741699219
1.7,0.4566783607006073
1.8,0.41049137711524963
1.9,0.3750605881214142
2.0,0.3413645029067993
2.2,0.3050260841846466
2.4,0.28639209270477295
2.6,0.26452210545539856
2.8,0.24188627302646637
3.0,0.23441031575202942
3.2,0.23305784165859222
3.4,0.222748264670372
3.6,0.20061036944389343
3.8,0.17858032882213593
4.0,0.17190952599048615
4.2,0.17305348813533783
4.4,0.1799725443124771
4.6,0.18617700040340424
4.8,0.18676237761974335
5.0,0.1829148828983307
5.5,0.16985145211219788
6.0,0.14401309192180634
6.5,0.11418880522251129
7.0,0.09465072304010391
7.5,0.09108681976795197
8.0,0.09136726707220078
8.5,0.08858457207679749
9.0,0.08231426030397415
9.5,0.07747834920883179
10.0,0.07573740929365158
