Period,Sa
0.01,1.010985255241394
0.02,1.019042730331421
0.03,1.024417757987976
0.04,1.083232045173645
0.05,1.1617836952209473
0.075,1.3170452117919922
0.1,1.9104993343353271
0.11,1.8138359785079956
0.12,1.949058175086975
0.13,2.1006417274475098
0.14,2.267021656036377
0.15,2.0749316215515137
0.16,1.881932258605957
0.17,1.5957449674606323
0.18,1.6813349723815918
0.19,1.9152605533599854
0.2,2.1834561824798584
0.22,3.095503807067871
0.24,4.246052265167236
0.26,3.166203022003174
0.28,2.4100282192230225
0.3,2.0049290657043457
0.32,1.8513423204421997
0.34,1.8968318700790405
0.36,2.065342426300049
0.38,2.4834249019622803
0.4,2.451775074005127
0.42,2.2763617038726807
0.44,2.1615443229675293
0.46,1.8933972120285034
0.48,1.7270551919937134
0.5,1.697004795074463
0.55,2.008828639984131
0.6,2.0757510662078857
0.65,1.9973595142364502
0.7,2.1219096183776855
0.75,1.8209621906280518
0.8,1.347694754600525
0.85,1.1030434370040894
0.9,1.170566439628601
0.95,1.1404216289520264
1.0,0.9796525239944458
1.1,0.8587754368782043
1.2,0.8011370897293091
1.3,0.8046671152114868
1.4,0.7302427291870117
1.5,0.6332722306251526
1.6,0.6069115400314331
1.7,0.5172538757324219
1.8,0.47976619005203247
1.9,0.43587765097618103
2.0,0.40203794836997986
2.2,0.3825329840183258
2.4,0.3483213484287262
2.6,0.2951185405254364
2.8,0.2838432490825653
3.0,0.2805509567260742
3.2,0.25248098373413086
3.4,0.21773166954517365
3.6,0.20325730741024017
3.8,0.18693417310714722
4.0,0.169457346200943
4.2,0.1654094159603119
4.4,0.1595613807439804
4.6,0.13998855650424957
4.8,0.11416629701852798
5.0,0.1083485335111618
5.5,0.10463259369134903
6.0,0.10313399881124496
6.5,0.09639359265565872
7.0,0.1091996282339096
7.5,0.11224554479122162
8.0,0.10939839482307434
8.5,0.10459228605031967
9.0,0.09481055289506912
9.5,0.08613045513629913
10.0,0.0759957805275917
