t(s)	a(g)
0	0
0.005	0.00035
0.01	0.01446
0.015	-0.03527
0.02	-0.03548
0.025	-0.0689
0.03	-0.06885
0.035	-0.0688
0.04	-0.06873
0.045	-0.06867
0.05	-0.06858
0.055	-0.06833
0.06	-0.06806
0.065	-0.06778
0.07	-0.06743
0.075	-0.06708
0.08	-0.06675
0.085	-0.06643
0.09	-0.06606
0.095	-0.06556
0.1	-0.06503
0.105	-0.06451
0.11	-0.06393
0.115	-0.0633
0.12	-0.06265
0.125	-0.06201
0.13	-0.06137
0.135	-0.06053
0.14	-0.05964
0.145	-0.05878
0.15	-0.05792
0.155	-0.05698
0.16	-0.05612
0.165	-0.05533
0.17	-0.05458
0.175	-0.05375
0.18	-0.05282
0.185	-0.0518
0.19	-0.05074
0.195	-0.04967
0.2	-0.04854
0.205	-0.04743
0.21	-0.04628
0.215	-0.04522
0.22	-0.04427
0.225	-0.0434
0.23	-0.04253
0.235	-0.04166
0.24	-0.04074
0.245	-0.03979
0.25	-0.03883
0.255	-0.03779
0.26	-0.03669
0.265	-0.03543
0.27	-0.0341
0.275	-0.03289
0.28	-0.03179
0.285	-0.03077
0.29	-0.02976
0.295	-0.02875
0.3	-0.02781
0.305	-0.02691
0.31	-0.02614
0.315	-0.02556
0.32	-0.02511
0.325	-0.02461
0.33	-0.02376
0.335	-0.02262
0.34	-0.02135
0.345	-0.02012
0.35	-0.01897
0.355	-0.0178
0.36	-0.01643
0.365	-0.01502
0.37	-0.01386
0.375	-0.01317
0.38	-0.01282
0.385	-0.01232
0.39	-0.0115
0.395	-0.0105
0.4	-0.0093
0.405	-0.00792
0.41	-0.00649
0.415	-0.00501
0.42	-0.00347
0.425	-0.00194
0.43	-0.00046
0.435	0.00082
0.44	0.00179
0.445	0.00244
0.45	0.00266
0.455	0.0025
0.46	0.00231
0.465	0.00217
0.47	0.00201
0.475	0.00182
0.48	0.00186
0.485	0.00248
0.49	0.00378
0.495	0.00533
0.5	0.00689
0.505	0.00812
0.51	0.00872
0.515	0.00863
0.52	0.00813
0.525	0.00756
0.53	0.00703
0.535	0.00696
0.54	0.00755
0.545	0.00901
0.55	0.01105
0.555	0.01322
0.56	0.01525
0.565	0.01691
0.57	0.01761
0.575	0.01735
0.58	0.01669
0.585	0.01583
0.59	0.01445
0.595	0.01229
0.6	0.00967
0.605	0.00731
0.61	0.00559
0.615	0.00456
0.62	0.00456
0.625	0.00579
0.63	0.00782
0.635	0.0099
0.64	0.01126
0.645	0.01184
0.65	0.01207
0.655	0.01262
0.66	0.01391
0.665	0.01581
0.67	0.01808
0.675	0.0202
0.68	0.02143
0.685	0.02149
0.69	0.02098
0.695	0.02063
0.7	0.02086
0.705	0.022
0.71	0.02368
0.715	0.02483
0.72	0.02424
0.725	0.02152
0.73	0.01771
0.735	0.01444
0.74	0.01269
0.745	0.01236
0.75	0.01235
0.755	0.01193
0.76	0.0105
0.765	0.00771
0.77	0.00403
0.775	0.0005
0.78	-0.00272
0.785	-0.00595
0.79	-0.0096
0.795	-0.01441
0.8	-0.02113
0.805	-0.02888
0.81	-0.03549
0.815	-0.03932
0.82	-0.03915
0.825	-0.03411
0.83	-0.0248
0.835	-0.01395
0.84	-0.005
0.845	-0.00069
0.85	-0.00154
0.855	-0.00574
0.86	-0.0099
0.865	-0.01209
0.87	-0.01154
0.875	-0.00792
0.88	-0.00211
0.885	0.00358
0.89	0.00741
0.895	0.00842
0.9	0.0067
0.905	0.00509
0.91	0.00826
0.915	0.01749
0.92	0.02972
0.925	0.04015
0.93	0.04399
0.935	0.03827
0.94	0.02388
0.945	0.00516
0.95	-0.01397
0.955	-0.02991
0.96	-0.03988
0.965	-0.0437
0.97	-0.04435
0.975	-0.04469
0.98	-0.04615
0.985	-0.0478
0.99	-0.0478
0.995	-0.04512
1	-0.0407
1.005	-0.03793
1.01	-0.04065
1.015	-0.04973
1.02	-0.06152
1.025	-0.07126
1.03	-0.07487
1.035	-0.07052
1.04	-0.05943
1.045	-0.04523
