t(s)	a(g)
0	0.00000
0.01	0.00000
0.02	-0.00188
0.03	-0.00183
0.04	-0.00179
0.05	-0.00175
0.06	-0.00172
0.07	-0.00168
0.08	-0.00164
0.09	-0.00159
0.1	-0.00156
0.11	-0.00151
0.12	-0.00149
0.13	-0.00144
0.14	-0.00141
0.15	-0.00136
0.16	-0.00131
0.17	-0.00128
0.18	-0.00123
0.19	-0.00118
0.2	-0.00116
0.21	-0.00111
0.22	-0.00107
0.23	-0.00103
0.24	-0.00098
0.25	-0.00094
0.26	-0.00090
0.27	-0.00086
0.28	-0.00083
0.29	-0.00079
0.3	-0.00074
0.31	-0.00070
0.32	-0.00066
0.33	-0.00061
0.34	-0.00056
0.35	-0.00052
0.36	-0.00048
0.37	-0.00043
0.38	-0.00039
0.39	-0.00036
0.4	-0.00032
0.41	-0.00028
0.42	-0.00027
0.43	-0.00025
0.44	-0.00022
0.45	-0.00018
0.46	-0.00013
0.47	-0.00005
0.48	0.00005
0.49	0.00015
0.5	0.00028
0.51	0.00039
0.52	0.00048
0.53	0.00055
0.54	0.00057
0.55	0.00057
0.56	0.00056
0.57	0.00053
0.58	0.00052
0.59	0.00050
0.6	0.00048
0.61	0.00047
0.62	0.00046
0.63	0.00043
0.64	0.00043
0.65	0.00043
0.66	0.00052
0.67	0.00064
0.68	0.00083
0.69	0.00100
0.7	0.00113
0.71	0.00118
0.72	0.00117
0.73	0.00111
0.74	0.00102
0.75	0.00093
0.76	0.00086
0.77	0.00083
0.78	0.00086
0.79	0.00095
0.8	0.00114
0.81	0.00144
0.82	0.00184
0.83	0.00244
0.84	0.00319
0.85	0.00412
0.86	0.00519
0.87	0.00638
0.88	0.00760
0.89	0.00869
0.9	0.00947
0.91	0.00982
0.92	0.00973
0.93	0.00931
0.94	0.00875
0.95	0.00837
0.96	0.00841
0.97	0.00893
0.98	0.00994
0.99	0.01121
1	0.01247
1.01	0.01347
1.02	0.01408
1.03	0.01430
1.04	0.01419
1.05	0.01395
1.06	0.01379
1.07	0.01389
1.08	0.01435
1.09	0.01510
1.1	0.01592
1.11	0.01660
1.12	0.01693
1.13	0.01681
1.14	0.01630
1.15	0.01550
1.16	0.01456
1.17	0.01360
1.18	0.01264
1.19	0.01177
1.2	0.01099
1.21	0.01042
1.22	0.01019
1.23	0.01022
1.24	0.01011
1.25	0.00926
1.26	0.00719
1.27	0.00361
1.28	-0.00137
1.29	-0.00740
1.3	-0.01344
1.31	-0.01794
1.32	-0.01941
1.33	-0.01698
1.34	-0.01070
1.35	-0.00137
1.36	0.00991
1.37	0.02205
1.38	0.03425
1.39	0.04582
1.4	0.05590
1.41	0.06372
1.42	0.06888
1.43	0.07155
1.44	0.07230
1.45	0.07190
1.46	0.07111
1.47	0.07040
1.48	0.07002
1.49	0.07031
1.5	0.07214
1.51	0.07659
1.52	0.08400
1.53	0.09315
1.54	0.10163
1.55	0.10710
1.56	0.10815
1.57	0.10460
1.58	0.09737
1.59	0.08791
1.6	0.07767
1.61	0.06772
1.62	0.05848
1.63	0.04985
1.64	0.04139
1.65	0.03256
1.66	0.02291
1.67	0.01229
1.68	0.00072
1.69	-0.01158
1.7	-0.02434
1.71	-0.03732
1.72	-0.05045
1.73	-0.06372
1.74	-0.07719
1.75	-0.09098
1.76	-0.10507
1.77	-0.11935
1.78	-0.13304
1.79	-0.14397
1.8	-0.14980
1.81	-0.14946
1.82	-0.14352
1.83	-0.13399
1.84	-0.12373
1.85	-0.11555
1.86	-0.11132
1.87	-0.11089
1.88	-0.11151
1.89	-0.10901
1.9	-0.09976
1.91	-0.08161
1.92	-0.05292
1.93	-0.01219
1.94	0.04101
1.95	0.10396
1.96	0.16847
1.97	0.22362
1.98	0.26087
1.99	0.27745
2	0.27636
2.01	0.26420
2.02	0.24830
2.03	0.23441
2.04	0.22549
2.05	0.22175
2.06	0.22150
2.07	0.22225
2.08	0.22186
2.09	0.21911
2.1	0.21386
2.11	0.20682
2.12	0.19911
2.13	0.19163
2.14	0.18475
2.15	0.17781
2.16	0.16966
2.17	0.15927
2.18	0.14599
2.19	0.12888
2.2	0.10600
2.21	0.07520
2.22	0.03548
2.23	-0.01257
2.24	-0.06529
2.25	-0.11464
2.26	-0.15112
2.27	-0.16811
2.28	-0.16396
2.29	-0.14192
2.3	-0.10821
2.31	-0.06949
2.32	-0.03051
2.33	0.00693
2.34	0.04332
2.35	0.07970
2.36	0.11413
2.37	0.14138
2.38	0.15598
2.39	0.15485
2.4	0.13839
2.41	0.10987
2.42	0.07390
2.43	0.03481
2.44	-0.00430
2.45	-0.04190
2.46	-0.07795
2.47	-0.11311
2.48	-0.14667
2.49	-0.17514
2.5	-0.19407
2.51	-0.20044
2.52	-0.19391
2.53	-0.17668
2.54	-0.15220
2.55	-0.12357
2.56	-0.09269
2.57	-0.06041
2.58	-0.02686
2.59	0.00811
2.6	0.04462
2.61	0.08189
2.62	0.11581
2.63	0.13961
2.64	0.14732
2.65	0.13650
2.66	0.10892
2.67	0.06997
2.68	0.02639
2.69	-0.01604
2.7	-0.05386
2.71	-0.08630
2.72	-0.11461
2.73	-0.14089
2.74	-0.16530
2.75	-0.18378
2.76	-0.19040
2.77	-0.18068
2.78	-0.15358
2.79	-0.11179
2.8	-0.06189
2.81	-0.01465
2.82	0.01876
2.83	0.03121
2.84	0.02141
2.85	-0.00716
2.86	-0.04849
2.87	-0.09621
2.88	-0.14493
2.89	-0.19110
2.9	-0.23311
2.91	-0.27098
2.92	-0.30367
2.93	-0.32756
2.94	-0.33846
2.95	-0.33399
2.96	-0.31442
2.97	-0.28229
2.98	-0.24149
2.99	-0.19617
3	-0.14990
3.01	-0.10704
3.02	-0.07322
3.03	-0.05325
