t(s)	a(g)
11.3	-0.079340597
11.305	-0.075721318
11.31	-0.072232038
11.315	-0.067702759
11.32	-0.062243479
11.325	-0.056964198
11.33	-0.051784918
11.335	-0.046085637
11.34	-0.039286356
11.345	-0.031347074
11.35	-0.023547793
11.355	-0.01743851
11.36	-0.011379228
11.365	-0.005799945
11.37	-0.000550663
11.375	0.007808621
11.38	0.015777904
11.385	0.021227188
11.39	0.026546472
11.395	0.032165757
11.4	0.037595041
11.405	0.042324327
11.41	0.046003612
11.415	0.049162898
11.42	0.052442184
11.425	0.05541147
11.43	0.058300757
11.435	0.061450043
11.44	0.064019331
11.445	0.065478618
11.45	0.064917906
11.455	0.063147194
11.46	0.060376483
11.465	0.057755772
11.47	0.055985061
11.475	0.05428435
11.48	0.05191364
11.485	0.04701293
11.49	0.041142221
11.495	0.036101512
11.5	0.032200803
11.505	0.029000094
11.51	0.025099386
11.515	0.021558678
11.52	0.01973797
11.525	0.017897263
11.53	0.015336556
11.535	0.01413585
11.54	0.014085144
11.545	0.014014438
11.55	0.013913732
11.555	0.013953027
11.56	0.014012322
11.565	0.013731618
11.57	0.012660914
11.575	0.01050021
11.58	0.008229506
11.585	0.007988803
11.59	0.008128101
11.595	0.007117398
11.6	0.004816696
11.605	0.002185994
11.61	0.001615293
11.615	0.001784592
11.62	0.001783892
11.625	0.001683191
11.63	0.001542491
11.635	0.001401792
11.64	0.001211093
11.645	0.000890394
11.65	0.000589695
11.655	0.000678997
11.66	0.0017983
11.665	0.004107602
11.67	0.006466905
11.675	0.006286209
11.68	0.005855512
11.685	0.005774817
11.69	0.005734121
11.695	0.005743426
11.7	0.005732731
11.705	0.005792037
11.71	0.005941343
11.715	0.006010649
11.72	0.005509956
11.725	0.004019263
11.73	0.001528571
11.735	-0.000482121
11.74	-0.000402813
11.745	-0.000193504
11.75	-0.000294195
11.755	-0.000484886
11.76	-0.000735576
11.765	-0.000946266
11.77	-0.001066955
11.775	-0.001007644
11.78	-0.000818333
11.785	-0.000719021
11.79	-0.001209709
11.795	-0.002900396
11.8	-0.005861083
11.805	-0.008781769
11.81	-0.010922456
11.815	-0.012573141
11.82	-0.014063827
11.825	-0.016814512
11.83	-0.019935196
11.835	-0.02256588
11.84	-0.025286564
11.845	-0.028107248
11.85	-0.03190793
11.855	-0.036638613
11.86	-0.041939295
11.865	-0.045949977
11.87	-0.049140658
11.875	-0.053181339
11.88	-0.057172019
11.885	-0.059932699
11.89	-0.062823379
11.895	-0.065814058
11.9	-0.069034737
11.905	-0.071985415
11.91	-0.074386093
11.915	-0.075396771
11.92	-0.075377448
11.925	-0.075498124
11.93	-0.075788801
11.935	-0.076039476
11.94	-0.076120152
11.945	-0.076040827
11.95	-0.075901501
11.955	-0.076112175
11.96	-0.077192849
11.965	-0.079373522
11.97	-0.081724195
11.975	-0.082034867
11.98	-0.081875539
11.985	-0.08270621
11.99	-0.084756881
11.995	-0.087357552
12	-0.088638222
12.005	-0.090308891
12.01	-0.092819561
12.015	-0.094070229
12.02	-0.093940898
12.025	-0.093731566
12.03	-0.093662233
12.035	-0.0940729
12.04	-0.095423566
12.045	-0.097924233
12.05	-0.100394898
12.055	-0.100295563
12.06	-0.100026228
12.065	-0.100276892
12.07	-0.100677556
12.075	-0.101068219
12.08	-0.100798882
12.085	-0.099439544
12.09	-0.097070206
12.095	-0.095290868
12.1	-0.095731529
12.105	-0.096322189
12.11	-0.096192849
12.115	-0.095003509
12.12	-0.092344168
12.125	-0.089234827
12.13	-0.086865485
12.135	-0.084206142
12.14	-0.0819868
12.145	-0.079217456
