Period,Sa
0.01,0.7761780191714882
0.02,0.7821776754818965
0.03,0.7987823255861015
0.04,0.8337246667427496
0.05,0.8529802914994462
0.075,1.0386688222892126
0.1,1.1384256025553674
0.11,1.1097881071637197
0.12,1.1481738316622672
0.13,1.2313352708159035
0.14,1.4016573980455722
0.15,1.5957692059434136
0.16,1.534509681640381
0.17,1.63206934724516
0.18,1.9428248374182633
0.19,1.9855459589556048
0.2,1.916433671132994
0.22,2.1034357956642866
0.24,2.026117460985552
0.26,2.193637430047049
0.28,2.3585215421965966
0.3,2.2960658005648718
0.32,2.256790771423595
0.34,2.017316483008531
0.36,1.7457427760254758
0.38,1.851226570513856
0.4,1.8273689740426882
0.42,1.7181248156057627
0.44,1.842884590201787
0.46,2.019038530705752
0.48,2.0527812606151934
0.5,2.025996526393343
0.55,2.0608040903994103
0.6,1.832656583608209
0.65,1.5820974761065159
0.7,1.3235719980348741
0.75,1.116404666905175
0.8,1.041301239811072
0.85,1.0694857797483601
0.9,1.1265099851892224
0.95,1.237977365327356
1.0,1.1335917852323087
1.1,0.9518409235583536
1.2,0.8768861003260571
1.3,0.8059003140483014
1.4,0.7633969375158278
1.5,0.804788774628501
1.6,0.8127301329013908
1.7,0.7662955146877268
1.8,0.7151771257434878
1.9,0.6485263345371106
2.0,0.5922680928781315
2.2,0.47204101876449783
2.4,0.38134497685156765
2.6,0.3316542499746351
2.8,0.30400958932528976
3.0,0.3010299367102418
3.2,0.2940595313706027
3.4,0.281479593354539
3.6,0.2663846552192102
3.8,0.25246406538396515
4.0,0.24012587996836024
4.2,0.22301663416881923
4.4,0.20899599715007558
4.6,0.1989475931891659
4.8,0.19342160139373335
5.0,0.1878438264396097
5.5,0.16023486009317092
6.0,0.13708925998258428
6.5,0.1291722862380536
7.0,0.1170990758853244
7.5,0.09696056392478682
8.0,0.08631904259573986
8.5,0.07832518567703513
9.0,0.07031799778934525
9.5,0.06425885278006756
10.0,0.0599194617138557
