Period,Sa
0.01,1.0515401982174832
0.02,1.0644929682914472
0.03,1.0894309205707835
0.04,1.1288818574037431
0.05,1.1955522059379942
0.075,1.5292850087549494
0.1,1.7475135564195374
0.11,1.672090744785979
0.12,1.7652821079476593
0.13,1.8891225407620904
0.14,2.0581082276123093
0.15,2.085669977583916
0.16,2.145063015645311
0.17,2.153167690712242
0.18,2.052380834667871
0.19,2.0214201519264954
0.2,2.057811059184761
0.22,1.973066770589608
0.24,2.156808832120816
0.26,1.9567402900910418
0.28,1.8075542642093454
0.3,1.8294988188994514
0.32,2.017131384779256
0.34,1.791641116227071
0.36,1.5879467983717168
0.38,1.4944346331341631
0.4,1.481846345027564
0.42,1.422080311895516
0.44,1.3717969888190436
0.46,1.397787949616292
0.48,1.3837941539356224
0.5,1.3314223251297614
0.55,1.380255932703854
0.6,1.4034959409851777
0.65,1.188928264869453
0.7,1.0245532000661883
0.75,0.905388877107773
0.8,0.8582652111291676
0.85,0.7971069499883174
0.9,0.8107826824958895
0.95,0.7153936494765992
1.0,0.6563395686871194
1.1,0.6273024293589595
1.2,0.5579649641243267
1.3,0.5596116522674931
1.4,0.531669997274462
1.5,0.4718625066594251
1.6,0.4179457762869088
1.7,0.3878610602679003
1.8,0.35977846375945366
1.9,0.3113790259533688
2.0,0.31542724613776935
2.2,0.3034075691364068
2.4,0.2799989170393385
2.6,0.2609660836157728
2.8,0.2304677474853133
3.0,0.22819614567956414
3.2,0.2167093719777477
3.4,0.17988601695893583
3.6,0.15557837076291103
3.8,0.13263789130767312
4.0,0.12849999910219395
4.2,0.12793535266892495
4.4,0.12321131668018223
4.6,0.11442039782607749
4.8,0.10924996957467123
5.0,0.10401668754537863
5.5,0.09721267309946174
6.0,0.09872358262261469
6.5,0.09599036875145875
7.0,0.09157630092631065
7.5,0.08892359344949755
8.0,0.08456822897230355
8.5,0.08441647649621105
9.0,0.07979282889074768
9.5,0.07554216080634686
10.0,0.06798804374142241
