Period,Sa
0.01,0.9944375105273026
0.02,1.0355162900350485
0.03,1.41935720596683
0.04,1.5476638237874132
0.05,1.661785192977767
0.075,2.403055542924742
0.1,2.0752776171490823
0.11,2.203934425982832
0.12,1.8269155485642032
0.13,1.7914531630259725
0.14,1.7780636563823955
0.15,1.749275410720376
0.16,1.9461196594161159
0.17,1.9666783441796059
0.18,2.0382702862171906
0.19,1.8661036449070518
0.2,1.5984538053828994
0.22,1.7772826335384893
0.24,1.5998290000923687
0.26,1.7684204418118332
0.28,1.7213632325603336
0.3,1.7321961143143105
0.32,1.5692887842460927
0.34,1.4908295236367328
0.36,1.563733368986981
0.38,1.533822966280953
0.4,1.3313405448206959
0.42,1.2722252045497862
0.44,1.277330248613597
0.46,1.3893962640896163
0.48,1.3556230398634697
0.5,1.2993642887314742
0.55,1.180692223753214
0.6,1.1053301732804506
0.65,1.0278481549626048
0.7,0.9011485715854296
0.75,0.779044258921861
0.8,0.6937672116049802
0.85,0.6320783098985944
0.9,0.5965025866822177
0.95,0.5595481677088555
1.0,0.5302432049724375
1.1,0.5071475215208526
1.2,0.4957514651898826
1.3,0.4851355483456475
1.4,0.45610571878187167
1.5,0.3974087358816962
1.6,0.3571385294399162
1.7,0.3338912697555777
1.8,0.2933410024792617
1.9,0.26803866412513877
2.0,0.24497083486597016
2.2,0.22650033808499517
2.4,0.2149862302141925
2.6,0.20215916651820412
2.8,0.20456849921934236
3.0,0.2024066919079554
3.2,0.19764120968511845
3.4,0.18298842426051792
3.6,0.1664838046032398
3.8,0.15335196296419423
4.0,0.14700016912712224
4.2,0.14412651240668922
4.4,0.14385140286591863
4.6,0.14274122581432447
4.8,0.14456125479648335
5.0,0.14481535719532593
5.5,0.1407286428264779
6.0,0.12314349622560415
6.5,0.10815003440793075
7.0,0.09470970257846281
7.5,0.08729260656413397
8.0,0.0811167000394842
8.5,0.0741063488447068
9.0,0.06682966817359355
9.5,0.06314657583695509
10.0,0.058820822587148026
